study_id,title,doi,journal,year,country,species_english,species_latin,fish_family,sex,age,exposure_id,assay_id,pharmaceutical,pharmaceutical_class,dosage,dosage_unit,duration,duration_unit,immune_trait,immune_category_high,orientation,data_source,control_mean,control_sd,control_se,control_n,treatment_mean,treatment_sd,treatment_se,treatment_n
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp02,3795_zhang_2018_exp02_assay04,ee2,contraceptive,500,ng/l,48,hours,relative mRNA expression OM-JAK2,cell-mediated,1,3795_zhang_2018_fig1e.jpg,1.46E+00,4.90E-01,2.45E-01,4,3.07E-01,2.50E-01,1.25E-01,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp01,3795_zhang_2018_exp01_assay05,ee2,contraceptive,5,ng/l,48,hours,relative mRNA expression OM-stat3,cell-mediated,1,3795_zhang_2018_fig1f.jpg,1.13E+00,3.32E-01,1.66E-01,4,6.10E-01,3.32E-01,1.66E-01,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp02,3795_zhang_2018_exp02_assay05,ee2,contraceptive,500,ng/l,48,hours,relative mRNA expression OM-stat3,cell-mediated,1,3795_zhang_2018_fig1f.jpg,1.13E+00,3.32E-01,1.66E-01,4,5.70E-01,1.17E-01,5.83E-02,4
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp01,3800_zhang_2021_exp01_assay01,ibuprofen,anti-inflammatory,4.8,ng/l,14,days,serum lysozyme activity % ctrl,humoral-mediated,1,3800_zhang_2021_fig2a.jpg,1.00E+02,1.36E+01,5.53E+00,6,8.18E+01,2.16E+01,8.81E+00,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp02,3800_zhang_2021_exp02_assay01,ibuprofen,anti-inflammatory,48,ng/l,14,days,serum lysozyme activity % ctrl,humoral-mediated,1,3800_zhang_2021_fig2a.jpg,1.00E+02,1.36E+01,5.53E+00,6,8.10E+01,1.73E+01,7.04E+00,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp03,3800_zhang_2021_exp03_assay01,ibuprofen,anti-inflammatory,480,ng/l,14,days,serum lysozyme activity % ctrl,humoral-mediated,1,3800_zhang_2021_fig2a.jpg,1.00E+02,1.36E+01,5.53E+00,6,5.84E+01,1.23E+00,5.03E-01,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp01,3800_zhang_2021_exp01_assay02,ibuprofen,anti-inflammatory,4.8,ng/l,14,days,skin il6 mRNA,cytokines,-1,3800_zhang_2021_fig3a.jpg,9.83E+01,9.91E+01,4.05E+01,6,2.77E+02,1.27E+02,5.20E+01,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp02,3800_zhang_2021_exp02_assay02,ibuprofen,anti-inflammatory,48,ng/l,14,days,skin il6 mRNA,cytokines,-1,3800_zhang_2021_fig3a.jpg,9.83E+01,9.91E+01,4.05E+01,6,5.43E+02,9.49E+02,3.87E+02,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp03,3800_zhang_2021_exp03_assay02,ibuprofen,anti-inflammatory,480,ng/l,14,days,skin il6 mRNA,cytokines,-1,3800_zhang_2021_fig3a.jpg,9.83E+01,9.91E+01,4.05E+01,6,4.28E+02,4.96E+02,2.02E+02,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp01,3800_zhang_2021_exp01_assay03,ibuprofen,anti-inflammatory,4.8,ng/l,14,days,skin il1b mRNA,cytokines,-1,3800_zhang_2021_fig3b.jpg,9.89E+01,1.39E+02,5.68E+01,6,7.68E+01,8.51E+01,3.47E+01,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp02,3800_zhang_2021_exp02_assay03,ibuprofen,anti-inflammatory,48,ng/l,14,days,skin il1b mRNA,cytokines,-1,3800_zhang_2021_fig3b.jpg,9.89E+01,1.39E+02,5.68E+01,6,8.95E+01,1.60E+02,6.53E+01,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp03,3800_zhang_2021_exp03_assay03,ibuprofen,anti-inflammatory,480,ng/l,14,days,skin il1b mRNA,cytokines,-1,3800_zhang_2021_fig3b.jpg,9.89E+01,1.39E+02,5.68E+01,6,9.58E+01,1.37E+02,5.58E+01,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp01,3800_zhang_2021_exp01_assay04,ibuprofen,anti-inflammatory,4.8,ng/l,14,days,gills il6 mRNA,cytokines,-1,3800_zhang_2021_fig3d.jpg,1.01E+02,3.13E+01,1.28E+01,6,8.81E+01,3.48E+00,1.42E+00,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp02,3800_zhang_2021_exp02_assay04,ibuprofen,anti-inflammatory,48,ng/l,14,days,gills il6 mRNA,cytokines,-1,3800_zhang_2021_fig3d.jpg,1.01E+02,3.13E+01,1.28E+01,6,1.45E+02,1.18E+02,4.83E+01,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp03,3800_zhang_2021_exp03_assay04,ibuprofen,anti-inflammatory,480,ng/l,14,days,gills il6 mRNA,cytokines,-1,3800_zhang_2021_fig3d.jpg,1.01E+02,3.13E+01,1.28E+01,6,1.19E+02,2.78E+01,1.14E+01,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp01,3800_zhang_2021_exp01_assay05,ibuprofen,anti-inflammatory,4.8,ng/l,14,days,gills il1b mRNA,cytokines,-1,3800_zhang_2021_fig3e.jpg,1.03E+02,1.97E+01,8.05E+00,6,1.15E+02,4.93E+00,2.01E+00,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp02,3800_zhang_2021_exp02_assay05,ibuprofen,anti-inflammatory,48,ng/l,14,days,gills il1b mRNA,cytokines,-1,3800_zhang_2021_fig3e.jpg,1.03E+02,1.97E+01,8.05E+00,6,1.77E+02,4.93E+01,2.01E+01,6
3800_zhang_2021,Evaluation of ibuprofen contamination in local urban rivers and its effects on immune parameters of juvenile grass carp,10.1007/s10695-021-00987-w,Fish Physiology Biochemistry,2021,china,grass carp,Ctenopharyngodon idella,Cyprinidae,not reported,juvenile,3800_zhang_2021_exp03,3800_zhang_2021_exp03_assay05,ibuprofen,anti-inflammatory,480,ng/l,14,days,gills il1b mRNA,cytokines,-1,3800_zhang_2021_fig3e.jpg,1.03E+02,1.97E+01,8.05E+00,6,2.66E+02,1.38E+02,5.63E+01,6
3814_zhang_2023,Assessing the ecotoxicity of combined exposure to triphenyltin and norfloxacin at environmental levels: A case study of immunotoxicity and metabolic regulation in carp (Cyprinus carpio),10.1016/j.chemosphere.2022.137381,Chemosphere,2023,china,common carp,Cyprinus carpio,Cyprinidae,not reported,not reported,3814_zhang_2023_exp01,3814_zhang_2023_exp01_assay01,norfloxacin,antibiotic,1,mg/l,42,days,tnf-A fold change,cytokines,-1,3814_zhang_2023_fig3d.jpg,1.00E+00,1.20E-01,4.91E-02,6,9.39E-01,2.75E-01,1.12E-01,6
3814_zhang_2023,Assessing the ecotoxicity of combined exposure to triphenyltin and norfloxacin at environmental levels: A case study of immunotoxicity and metabolic regulation in carp (Cyprinus carpio),10.1016/j.chemosphere.2022.137381,Chemosphere,2023,china,common carp,Cyprinus carpio,Cyprinidae,not reported,not reported,3814_zhang_2023_exp01,3814_zhang_2023_exp01_assay02,norfloxacin,antibiotic,1,mg/l,42,days,ikb-a fold chnage rna,cell-mediated,1,3814_zhang_2023_fig3e.jpg,1.01E+00,1.86E-01,7.58E-02,6,1.08E+00,3.15E-01,1.29E-01,6
3814_zhang_2023,Assessing the ecotoxicity of combined exposure to triphenyltin and norfloxacin at environmental levels: A case study of immunotoxicity and metabolic regulation in carp (Cyprinus carpio),10.1016/j.chemosphere.2022.137381,Chemosphere,2023,china,common carp,Cyprinus carpio,Cyprinidae,not reported,not reported,3814_zhang_2023_exp01,3814_zhang_2023_exp01_assay03,norfloxacin,antibiotic,1,mg/l,42,days,stat fold change rna,cell-mediated,1,3814_zhang_2023_fig3f.jpg,1.01E+00,2.38E-01,9.70E-02,6,7.69E-01,1.65E-01,6.72E-02,6
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp01,3931_zhu_2023_exp01_assay01,paroxetine,antidepressant,1,mg/l,120,hours,il-10 fold change,cytokines,1,3931_zhu_2023_fig4a1.jpg,1.00E+00,2.28E-01,7.21E-02,10,1.02E+00,2.47E-01,7.81E-02,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp02,3931_zhu_2023_exp02_assay01,paroxetine,antidepressant,5,mg/l,120,hours,il-10 fold change,cytokines,1,3931_zhu_2023_fig4a1.jpg,1.00E+00,2.28E-01,7.21E-02,10,1.13E+00,3.23E-01,1.02E-01,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp03,3931_zhu_2023_exp03_assay01,paroxetine,antidepressant,10,mg/l,120,hours,il-10 fold change,cytokines,1,3931_zhu_2023_fig4a1.jpg,1.00E+00,2.28E-01,7.21E-02,10,1.81E+00,6.08E-01,1.92E-01,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp04,3931_zhu_2023_exp04_assay01,paroxetine,antidepressant,20,mg/l,120,hours,il-10 fold change,cytokines,1,3931_zhu_2023_fig4a1.jpg,1.00E+00,2.28E-01,7.21E-02,10,1.35E+00,2.28E-01,7.21E-02,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp01,3931_zhu_2023_exp01_assay02,paroxetine,antidepressant,1,mg/l,120,hours,il-1B fold change,cytokines,-1,3931_zhu_2023_fig4a2.jpg,9.91E-01,2.59E-01,8.18E-02,10,1.53E+00,2.01E-01,6.36E-02,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp02,3931_zhu_2023_exp02_assay02,paroxetine,antidepressant,5,mg/l,120,hours,il-1B fold change,cytokines,-1,3931_zhu_2023_fig4a2.jpg,9.91E-01,2.59E-01,8.18E-02,10,1.70E+00,3.45E-01,1.09E-01,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp03,3931_zhu_2023_exp03_assay02,paroxetine,antidepressant,10,mg/l,120,hours,il-1B fold change,cytokines,-1,3931_zhu_2023_fig4a2.jpg,9.91E-01,2.59E-01,8.18E-02,10,1.87E+00,1.44E-01,4.55E-02,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp04,3931_zhu_2023_exp04_assay02,paroxetine,antidepressant,20,mg/l,120,hours,il-1B fold change,cytokines,-1,3931_zhu_2023_fig4a2.jpg,9.91E-01,2.59E-01,8.18E-02,10,2.89E+00,5.46E-01,1.73E-01,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp01,3931_zhu_2023_exp01_assay03,paroxetine,antidepressant,1,mg/l,120,hours,il-8 fold change,cytokines,-1,3931_zhu_2023_fig4a3.jpg,1.00E+00,1.81E-01,5.71E-02,10,1.33E+00,2.94E-01,9.29E-02,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp02,3931_zhu_2023_exp02_assay03,paroxetine,antidepressant,5,mg/l,120,hours,il-8 fold change,cytokines,-1,3931_zhu_2023_fig4a3.jpg,1.00E+00,1.81E-01,5.71E-02,10,1.30E+00,4.29E-01,1.36E-01,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp03,3931_zhu_2023_exp03_assay03,paroxetine,antidepressant,10,mg/l,120,hours,il-8 fold change,cytokines,-1,3931_zhu_2023_fig4a3.jpg,1.00E+00,1.81E-01,5.71E-02,10,1.85E+00,2.94E-01,9.29E-02,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp04,3931_zhu_2023_exp04_assay03,paroxetine,antidepressant,20,mg/l,120,hours,il-8 fold change,cytokines,-1,3931_zhu_2023_fig4a3.jpg,1.00E+00,1.81E-01,5.71E-02,10,2.27E+00,7.23E-01,2.29E-01,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp01,3931_zhu_2023_exp01_assay04,paroxetine,antidepressant,1,mg/l,120,hours,tnf-A,cytokines,-1,3931_zhu_2023_fig4a4.jpg,9.93E-01,1.98E-01,6.25E-02,10,1.11E+00,2.20E-01,6.94E-02,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp02,3931_zhu_2023_exp02_assay04,paroxetine,antidepressant,5,mg/l,120,hours,tnf-A,cytokines,-1,3931_zhu_2023_fig4a4.jpg,9.93E-01,1.98E-01,6.25E-02,10,1.31E+00,3.29E-01,1.04E-01,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp03,3931_zhu_2023_exp03_assay04,paroxetine,antidepressant,10,mg/l,120,hours,tnf-A,cytokines,-1,3931_zhu_2023_fig4a4.jpg,9.93E-01,1.98E-01,6.25E-02,10,1.54E+00,2.64E-01,8.33E-02,10
3931_zhu_2023,Paroxetine induced larva zebrafish cardiotoxicity through inflammation response,10.1016/j.ecoenv.2023.115096,Ecotoxicology and Environmental Safety,2023,china,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,3931_zhu_2023_exp04,3931_zhu_2023_exp04_assay04,paroxetine,antidepressant,20,mg/l,120,hours,tnf-A,cytokines,-1,3931_zhu_2023_fig4a4.jpg,9.93E-01,1.98E-01,6.25E-02,10,2.42E+00,6.37E-01,2.01E-01,10
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp01,4165_iftikhar_2023_exp01_assay01,sulfamethoxazole,antibiotic,12.5,ug/l,48,hours,normalized expression cxcl-c1c,cytokines,-1,4165_iftikhar_2023_fig3a.jpg,6.21E-01,6.36E-01,2.84E-01,5,6.95E-01,3.40E-01,1.96E-01,3
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp02,4165_iftikhar_2023_exp02_assay01,sulfamethoxazole,antibiotic,23,ug/l,48,hours,normalized expression cxcl-c1c,cytokines,-1,4165_iftikhar_2023_fig3a.jpg,6.21E-01,6.36E-01,2.84E-01,5,5.18E-01,4.44E-01,2.56E-01,3
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp03,4165_iftikhar_2023_exp03_assay01,sulfamethoxazole,antibiotic,50,ug/l,48,hours,normalized expression cxcl-c1c,cytokines,-1,4165_iftikhar_2023_fig3a.jpg,6.21E-01,6.36E-01,2.84E-01,5,2.86E+00,1.48E-01,8.54E-02,3
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp04,4165_iftikhar_2023_exp04_assay01,sulfamethoxazole,antibiotic,100,ug/l,48,hours,normalized expression cxcl-c1c,cytokines,-1,4165_iftikhar_2023_fig3a.jpg,6.21E-01,6.36E-01,2.84E-01,5,1.38E+00,1.61E+00,7.21E-01,5
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp05,4165_iftikhar_2023_exp05_assay01,sulfamethoxazole,antibiotic,200,ug/l,48,hours,normalized expression cxcl-c1c,cytokines,-1,4165_iftikhar_2023_fig3a.jpg,6.21E-01,6.36E-01,2.84E-01,5,3.25E-01,1.18E-01,6.83E-02,3
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp06,4165_iftikhar_2023_exp06_assay01,sulfamethoxazole,antibiotic,500,ug/l,48,hours,normalized expression cxcl-c1c,cytokines,-1,4165_iftikhar_2023_fig3a.jpg,6.21E-01,6.36E-01,2.84E-01,5,3.55E-01,4.14E-01,2.39E-01,3
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp01,4165_iftikhar_2023_exp01_assay02,sulfamethoxazole,antibiotic,12.5,ug/l,48,hours,normalized expression ifn-y,cytokines,1,4165_iftikhar_2023_fig3b.jpg,7.04E-01,3.13E-01,1.40E-01,5,1.15E+00,8.41E-01,4.21E-01,4
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp02,4165_iftikhar_2023_exp02_assay02,sulfamethoxazole,antibiotic,23,ug/l,48,hours,normalized expression ifn-y,cytokines,1,4165_iftikhar_2023_fig3b.jpg,7.04E-01,3.13E-01,1.40E-01,5,1.27E+00,8.22E-01,4.11E-01,4
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp03,4165_iftikhar_2023_exp03_assay02,sulfamethoxazole,antibiotic,50,ug/l,48,hours,normalized expression ifn-y,cytokines,1,4165_iftikhar_2023_fig3b.jpg,7.04E-01,3.13E-01,1.40E-01,5,1.66E+00,8.61E-01,3.85E-01,5
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp04,4165_iftikhar_2023_exp04_assay02,sulfamethoxazole,antibiotic,100,ug/l,48,hours,normalized expression ifn-y,cytokines,1,4165_iftikhar_2023_fig3b.jpg,7.04E-01,3.13E-01,1.40E-01,5,1.47E+00,8.41E-01,3.76E-01,5
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp05,4165_iftikhar_2023_exp05_assay02,sulfamethoxazole,antibiotic,200,ug/l,48,hours,normalized expression ifn-y,cytokines,1,4165_iftikhar_2023_fig3b.jpg,7.04E-01,3.13E-01,1.40E-01,5,5.28E-01,7.82E-02,4.52E-02,3
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp06,4165_iftikhar_2023_exp06_assay02,sulfamethoxazole,antibiotic,500,ug/l,48,hours,normalized expression ifn-y,cytokines,1,4165_iftikhar_2023_fig3b.jpg,7.04E-01,3.13E-01,1.40E-01,5,4.17E+00,2.19E+00,1.26E+00,3
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp01,4165_iftikhar_2023_exp01_assay03,sulfamethoxazole,antibiotic,12.5,ug/l,48,hours,normalized expression il1B,cytokines,-1,4165_iftikhar_2023_fig3c.jpg,7.99E-01,3.28E-01,1.47E-01,5,5.97E-01,1.42E-01,7.09E-02,4
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp02,4165_iftikhar_2023_exp02_assay03,sulfamethoxazole,antibiotic,23,ug/l,48,hours,normalized expression il1B,cytokines,-1,4165_iftikhar_2023_fig3c.jpg,7.99E-01,3.28E-01,1.47E-01,5,8.06E-01,3.43E-01,1.98E-01,3
4165_iftikhar_2023,Sulfamethoxazole (SMX) Alters Immune and Apoptotic Endpoints in Developing Zebrafish (Danio rerio),10.3390/toxics11020178,Toxics,2023,usa,zebrafish,Danio rerio,Cyprinidae,not reported,embryo,4165_iftikhar_2023_exp03,4165_iftikhar_2023_exp03_assay03,sulfamethoxazole,antibiotic,50,ug/l,48,hours,normalized expression il1B,cytokines,-1,4165_iftikhar_2023_fig3c.jpg,7.99E-01,3.28E-01,1.47E-01,5,2.06E+00,3.28E-01,1.90E-01,3
